order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_payment,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,product_category_name_english
e0cffe000300808a979b9f9eb9f6f60b,a6bfa80f8f4588f1efbfe0c4a287cf19,delivered,2017-05-17 22:57:18,2017-05-18 23:05:17,2017-05-19 09:02:03,2017-05-24 12:58:27,2017-06-06 00:00:00,10f0e73a73d998d04b80715c553185e8,14090,ribeirao preto,SP,43.75,1.0,c6e513054b982283c1cbbb2a45d02d83,f8db351d8c4c4c22c6835c19a46f01b0,2017-05-24 23:05:17,31.9,11.85,cool_stuff,56.0,777.0,5.0,300.0,18.0,7.0,12.0,13324.0,salto,SP,cool_stuff
a63d6f123bbccd71286ef76811cb2a3b,c24bbeb8111fea27eab791a37e665210,delivered,2018-08-27 12:39:11,2018-08-29 03:10:17,2018-08-29 15:10:00,2018-08-30 15:42:35,2018-09-27 00:00:00,9906fc374d7fd8d7a8574dd27b1c0c0a,1307,sao paulo,SP,180.99,2.0,8cf22b2cc9465d64474a09853b62f5b2,ed8cb7b190ceb6067227478e48cf8dde,2018-08-31 03:10:17,65.0,6.4,utilidades_domesticas,44.0,150.0,2.0,3250.0,50.0,10.0,60.0,11015.0,santos,SP,housewares
db115077a7bd949a515922eb40aea6c3,46ec8bcd9649f0f7bbb179bb59d6702e,delivered,2018-07-23 11:30:12,2018-07-23 14:31:04,2018-07-24 14:39:00,2018-07-31 11:02:27,2018-08-14 00:00:00,012b41c1dae00a092474ca48dc764a00,38600,paracatu,MG,442.52,1.0,a02d0123079f4ae96001ba2010d1a2df,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-30 13:31:07,228.0,62.26,construcao_ferramentas_iluminacao,57.0,771.0,1.0,12000.0,45.0,35.0,45.0,3204.0,sao paulo,SP,construction_tools_lights
6c12026576c43985a49fc784c5e62b6b,3d73d619dcffc982e62330b93f0531dd,delivered,2017-11-07 21:05:18,2017-11-09 05:31:37,2017-11-13 15:42:05,2017-11-14 18:27:46,2017-11-22 00:00:00,d2438db391aee59bac16f4a9d3825b9d,4281,sao paulo,SP,47.74,1.0,eb8c629f70275fd1c4f809116cce1efc,1025f0e2d44d7041d6cf58b6550e0bfa,2017-11-17 02:55:32,38.4,9.34,moveis_decoracao,51.0,831.0,1.0,1400.0,20.0,30.0,20.0,3204.0,sao paulo,SP,furniture_decor
febbb5a06ba3e1a76d7074adb56ff587,70a41f17bb11f0489b47681e7df35d77,delivered,2018-06-07 17:47:13,2018-06-12 23:31:02,2018-06-11 09:52:00,2018-06-28 15:49:38,2018-07-11 00:00:00,7e53f6fd6787f3d9257b665f62d1e99f,40231,salvador,BA,86.19,1.0,44d097d59e8430f88a67517cd0c4f865,6560211a19b47992c3666cc44a7e94c0,2018-06-18 17:59:26,69.0,17.19,fashion_bolsas_e_acessorios,55.0,151.0,6.0,350.0,16.0,2.0,20.0,5849.0,sao paulo,SP,fashion_bags_accessories
89dfa3424af84d352b23e927753fcc2a,116a1ceb6192897d74b02c187537a42b,delivered,2018-01-22 20:27:05,2018-01-22 20:38:25,2018-01-24 18:02:43,2018-01-25 23:27:54,2018-02-06 00:00:00,909c7c67562fad5608b081d5bf765878,19800,assis,SP,79.74,1.0,0a311a14cbefde1a7b83f0b7ed99c422,5d3bb11474a06bdc23fb9e89f1164ee0,2018-01-26 20:38:25,69.8,9.94,utilidades_domesticas,56.0,1645.0,4.0,375.0,18.0,9.0,12.0,19804.0,assis,SP,housewares
7b84c60b417905af7d0237310bd48f0b,e04d99995856fdb1172314dbce6e0fc8,delivered,2018-06-11 23:01:49,2018-06-11 23:18:34,2018-06-13 14:19:00,2018-06-28 19:08:39,2018-07-04 00:00:00,5793f9d7d53ad4c54032da6fa3069834,79604,tres lagoas,MS,1137.56,1.0,277acb101c00b04ed2eabf11a7285a7c,a63bfbaa882c8f4542891b4e2246cc7f,2018-06-17 23:18:34,1099.0,38.56,beleza_saude,60.0,3490.0,8.0,2275.0,31.0,16.0,31.0,24355.0,niteroi,RJ,health_beauty
ac3143c0b6db91dd3ca4ab4d8a8243eb,1994904e979ef7c6ed7ccc3fed8e3c56,delivered,2018-08-20 14:44:08,2018-08-20 17:01:14,2018-08-21 14:48:00,2018-08-27 14:18:47,2018-09-04 00:00:00,49223558dc36c20e8577f85e82c23a55,70234,brasilia,DF,953.71,2.0,d372821d2eaba9c81a3d5fcc302c2f78,5c030029b5916fed0986310385ec9009,2018-08-22 16:30:49,509.5,72.16,utilidades_domesticas,57.0,445.0,4.0,19950.0,43.0,43.0,43.0,88075.0,sao jose,SC,housewares
43212d0edb989569de152cc65e9d96fc,df707c24918c1bfecc01f98bb8aa5bcc,delivered,2018-08-06 23:33:13,2018-08-06 23:45:20,2018-08-08 13:24:00,2018-08-17 13:37:41,2018-08-28 00:00:00,13ef4447d19c42940bf95a4102e3adb9,79150,maracaju,MS,164.08,1.0,dc6d974a3b29ff63697e0926f8c76c51,d9bd94811c3338dceb4181f3dbc0c73e,2018-08-08 23:45:20,143.88,20.2,alimentos,50.0,234.0,1.0,700.0,16.0,13.0,12.0,4186.0,sao paulo,SP,food
e703f9ab67e765670d62eeec75af5d62,644ae863876b9e39b3a43d8672980962,delivered,2018-02-07 14:39:58,2018-02-07 14:55:39,2018-02-08 19:57:17,2018-02-20 19:17:07,2018-03-05 00:00:00,22035e352538b10d3335968ebc3280f1,14600,sao joaquim da barra,SP,350.18,1.0,7a764d2ad0306a21f83f06ae99b397b7,2528513dd95219a6013d4d05176e391a,2018-02-13 14:55:39,329.0,21.18,casa_conforto,60.0,249.0,3.0,7150.0,50.0,20.0,40.0,6060.0,osasco,SP,home_confort
a013f7d98969dda6dda1f502d153ff9a,fc2b863b5e8fc756c7d82292a85a6b21,delivered,2018-03-20 21:27:53,2018-03-20 21:48:43,2018-03-21 20:20:45,2018-03-31 13:38:52,2018-04-11 00:00:00,c77bba232b3522b8bd167f89c1275712,89202,joinville,SC,142.45,1.0,5afde944579b289b99c1ee420b2ad73d,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-26 21:48:43,119.9,22.55,beleza_saude,59.0,633.0,1.0,488.0,18.0,15.0,17.0,25645.0,petropolis,RJ,health_beauty
3d237fd98f6bc4d3fd3a0eadda50b2a6,ac991e5e333b60f5ade4f3b2f7222f3a,delivered,2018-02-21 08:39:03,2018-02-21 11:56:51,2018-03-01 20:49:03,2018-03-22 19:13:00,2018-03-16 00:00:00,ba87a137c5191264841e0be40e53f4ed,37800,guaxupe,MG,79.34,1.0,cf1817039c1c86d9f7a5991817794083,9674754b5a0cb32b638cec001178f799,2018-02-27 09:31:12,63.14,16.2,eletrodomesticos,40.0,45.0,1.0,200.0,16.0,35.0,25.0,4438.0,sao paulo,SP,home_appliances
f3dfda8fe064d227cee42eb21b73cc69,db6f9af19cfaa6064936f4b3e1097223,delivered,2018-06-18 11:19:25,2018-06-19 03:36:29,2018-06-20 13:48:00,2018-06-25 18:02:29,2018-07-13 00:00:00,d847d66f1135608cc13cb31f967f902f,38400,uberlandia,MG,1215.42,1.0,ba9eeef22d7f8d8ce64d99839cfdcee7,a63bfbaa882c8f4542891b4e2246cc7f,2018-06-25 03:30:54,1189.0,26.42,beleza_saude,60.0,2983.0,7.0,2525.0,26.0,16.0,31.0,24355.0,niteroi,RJ,health_beauty
041d39835d57e12ebcd5d992e2cc7360,c4057ab5b47878bfc57f04346a8f2dae,delivered,2018-04-25 07:37:56,2018-04-25 07:51:20,2018-04-25 14:25:00,2018-05-15 21:21:19,2018-05-25 00:00:00,be74f6ac514261775c3c6dd51b0a1e1a,65130,paco do lumiar,MA,31.85,1.0,7b4d5bca6951e2d3f89fa2bdfa6791aa,8b321bb669392f5163d04c59e235e066,2018-05-02 07:51:20,9.0,22.85,eletronicos,31.0,363.0,1.0,200.0,25.0,7.0,16.0,1212.0,sao paulo,SP,electronics
b43889e8181d41782f7b8489b1500fef,86ee2f815eb7f2cc1b4277e578c36805,delivered,2018-08-02 22:07:34,2018-08-04 12:05:18,2018-08-06 11:07:00,2018-08-09 19:57:35,2018-08-13 00:00:00,3cdf85343de9512ef29d07a8c46a3ef0,81050,curitiba,PR,64.44,1.0,5403528d987ad26e8d7cb25940411987,6560211a19b47992c3666cc44a7e94c0,2018-08-07 12:05:18,49.0,15.44,relogios_presentes,58.0,600.0,3.0,250.0,16.0,2.0,11.0,5849.0,sao paulo,SP,watches_gifts
9557c06b25706a833b8edf4783ea5661,3b02ed61740c727eb497d5e1cbd0ae84,delivered,2017-03-16 16:20:49,2017-03-16 16:20:49,2017-03-17 11:03:35,2017-03-22 12:27:50,2017-04-04 00:00:00,d27356e393b363f84ee3ed6ef7c6ff2b,13460,nova odessa,SP,144.58,1.0,2708ea4fc1340081efeffbf11f14d765,f8db351d8c4c4c22c6835c19a46f01b0,2017-03-22 16:20:49,129.9,14.68,perfumaria,54.0,571.0,5.0,1700.0,20.0,24.0,30.0,13324.0,salto,SP,perfumery
4cd679aec789b6915d7dc7e648d2489e,fde36cbf0bd0b0b6fe9f66d4648fcf5b,delivered,2018-07-19 12:11:06,2018-07-19 12:23:19,2018-07-19 14:35:00,2018-07-25 16:40:37,2018-08-16 00:00:00,4ee121a25d26dbab9ba119099bea2f82,22081,rio de janeiro,RJ,45.28,1.0,dbe30cd7571498ff45963ea671014c6a,17ca9b9e9b9ef8fdb529001b49ebb50f,2018-07-23 12:23:19,29.97,15.31,cama_mesa_banho,54.0,463.0,1.0,350.0,16.0,40.0,30.0,32677.0,betim,MG,bed_bath_table
5619f8b4b37f9ee0474d22b309272c62,ba9fa21d16fa22ad6a806358b58e2be0,delivered,2017-12-02 10:56:04,2017-12-02 11:10:34,2017-12-05 00:19:42,2017-12-05 15:15:20,2017-12-28 00:00:00,eb57b6f657dc64c32af5321202c28f99,3807,sao paulo,SP,79.33,1.0,e9def91e99c8ecb7c5cef5e31506a056,850f4f8af5ea87287ac68de36e29107f,2017-12-14 11:10:34,69.99,9.34,brinquedos,34.0,867.0,2.0,500.0,19.0,11.0,20.0,4367.0,sao paulo,SP,toys
ef4b0dc494de58aea86ac5293bbdb59f,c4f04ae9424da8b4c5293078303db438,delivered,2018-02-21 07:37:56,2018-02-21 08:30:25,2018-02-21 20:07:54,2018-03-01 22:39:13,2018-03-16 00:00:00,7ebb3bb52aff91c642c9e4d81d4cbc95,22790,rio de janeiro,RJ,30.68,1.0,2c0b8a973e616502de1d80482fb9c5be,5656537e588803a555b8eb41f07a944b,2018-02-27 08:30:25,14.89,15.79,eletronicos,57.0,410.0,2.0,100.0,18.0,20.0,16.0,72015.0,brasilia,DF,electronics
a1346a891ab47e8a7be96a3aa992b194,041c340fc75b751faeefe3ef5fd81068,delivered,2018-01-20 22:59:32,2018-01-20 23:20:13,2018-01-22 19:49:59,2018-02-02 00:30:35,2018-02-14 00:00:00,0d3ab4a186604a4265952654b87a1262,30494,belo horizonte,MG,99.23,1.0,833cc08f39d51d324d7c702707535e4f,5d0363b33554b373851fc1622e4d5f3c,2018-01-24 23:20:13,68.0,31.23,automotivo,52.0,666.0,2.0,17400.0,65.0,25.0,25.0,12952.0,atibaia,SP,auto
b04b1c55d37f9d6fe803eded0d11f936,326988df99f9234c5e2275cc63a7e584,delivered,2018-04-04 09:06:03,2018-04-04 09:15:24,2018-04-05 20:03:59,2018-04-09 18:04:02,2018-04-23 00:00:00,83e5d975018708657e94e2fe58ab3d52,4125,sao paulo,SP,96.82,1.0,ad938d3b79856582ace5b311ab864826,1554a68530182680ad5c8b042c3ab563,2018-04-10 09:15:24,75.9,20.92,moveis_decoracao,50.0,440.0,1.0,1500.0,42.0,10.0,32.0,37580.0,monte siao,MG,furniture_decor
1097d35f1e7f8972fb78c8a135090ca8,eac9c7f6f691a424305e7a98db80be34,delivered,2017-09-02 20:20:08,2017-09-05 04:35:58,2017-09-08 19:42:17,2017-09-12 19:27:56,2017-10-06 00:00:00,1e51a6a24372a8bedea3519f13f80e91,92110,canoas,RS,232.7,3.0,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2017-09-12 04:35:58,59.9,21.2,ferramentas_jardim,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,15025.0,sao jose do rio preto,SP,garden_tools
3398d0aab09ae1ec063d32622b15b1ba,b2f930a6508108d4a877ceb27a66ff77,delivered,2017-02-12 21:19:29,2017-02-12 21:30:17,2017-02-14 12:17:33,2017-02-22 15:52:25,2017-03-14 00:00:00,6af912a2dee1caa36c9688653fe0666b,98290,condor,RS,127.04,1.0,9db9830301cd6574ca3010be60756f64,77530e9772f57a62c906e1c21538ab82,2017-02-16 21:19:29,49.0,14.52,moveis_decoracao,58.0,2132.0,2.0,3000.0,69.0,11.0,11.0,80310.0,curitiba,PR,furniture_decor
4aec55e14c04fce6d0faa0e1bebe3126,0b5b5dbba2cc3894c03bea1a9d74a5e8,delivered,2017-02-16 08:43:14,2017-02-16 08:50:18,2017-02-17 08:26:23,2017-03-01 15:52:06,2017-03-17 00:00:00,1db2eb86cd8c1dc45233524679afa266,12606,lorena,SP,80.56,1.0,d86963242e7dda7eed04f57e492ed655,a3a38f4affed601eb87a97788c949667,2017-02-20 07:43:14,64.9,15.66,brinquedos,47.0,453.0,1.0,1100.0,43.0,6.0,30.0,89204.0,joinville,SC,toys
1b15974a0141d54e36626dca3fdc731a,be1b70680b9f9694d8c70f41fa3dc92b,delivered,2018-02-22 15:30:41,2018-02-24 03:20:27,2018-03-02 00:18:01,2018-03-05 15:22:27,2018-03-08 00:00:00,c402f431464c72e27330a67f7b94d4fb,3029,sao paulo,SP,2202.4,20.0,ee3d532c8a438679776d222e997606b3,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-01 02:50:48,100.0,10.12,informatica_acessorios,43.0,452.0,1.0,360.0,19.0,18.0,15.0,12233.0,sao jose dos campos,SP,computers_accessories
f22644ff4e2002aee973a3f3f815b135,8f018c09c2b3c8d78f0fc827a5041472,delivered,2018-05-13 17:00:45,2018-05-13 17:12:12,2018-05-15 12:39:00,2018-05-17 22:31:22,2018-05-25 00:00:00,b434a4f306b4eb09c0d57b76f0c4684d,4433,sao paulo,SP,27.36,1.0,727a46f0b58a9ef165af9f7ebcfebfa9,e9779976487b77c6d4ac45f75ec7afe9,2018-05-18 17:12:12,19.49,7.87,esporte_lazer,33.0,1440.0,3.0,200.0,19.0,19.0,19.0,11701.0,praia grande,SP,sports_leisure
21799a54bd487cd78f616aac588377de,5f939670e359f53676cdbdee12e5e2dd,delivered,2018-08-23 10:22:59,2018-08-23 10:45:36,2018-08-24 13:52:00,2018-08-30 21:36:39,2018-09-06 00:00:00,2e002c27ac2b7f8ca51cb8c4ccef272b,12080,taubate,SP,62.91,1.0,e98a500a671ec3eea9a498507b0154fa,cab85505710c7cb9b720bceb52b01cee,2018-08-28 10:45:36,49.9,13.01,fashion_bolsas_e_acessorios,36.0,336.0,5.0,150.0,16.0,5.0,20.0,2252.0,sao paulo,SP,fashion_bags_accessories
f338453ca69a4ab210fb2f6184e7f6ce,d866a4ec44fa725695311a8021e83c3f,delivered,2018-04-08 20:02:54,2018-04-08 20:15:10,2018-04-09 17:07:36,2018-04-16 17:23:02,2018-04-25 00:00:00,2b406323e59105a332238e74036dd4e1,8041,sao paulo,SP,53.19,1.0,5d6be475f90ab9e808b8484a41bce57a,6edacfd9f9074789dad6d62ba7950b9c,2018-04-12 20:15:10,44.9,8.29,utilidades_domesticas,39.0,625.0,1.0,400.0,20.0,16.0,16.0,7135.0,guarulhos,SP,housewares
a9226b72b35dcadd237ea0c46e5ca31b,6a239e8985c0fc11d1b57b9b189f9302,delivered,2018-01-05 19:14:15,2018-01-05 19:27:40,2018-01-10 22:18:09,2018-01-31 17:28:04,2018-02-02 00:00:00,e13de50b432a1c2727e6797ace190aaa,89012,blumenau,SC,178.59,1.0,99a227ce7657e0627fae79ca776081c3,cfb1a033743668a192316f3c6d1d2671,2018-01-11 19:27:40,157.0,21.59,cama_mesa_banho,57.0,1070.0,2.0,5300.0,20.0,45.0,35.0,18110.0,votorantim,SP,bed_bath_table
361db03164887c1d35adf146e89ac533,9ec0c5bb4f39470f0198f148f4a8943f,delivered,2018-03-09 21:58:11,2018-03-10 04:48:18,2018-03-12 15:10:48,2018-03-21 01:51:51,2018-04-03 00:00:00,9c4af2403363c44a1fb540c6209edda8,7850,franco da rocha,SP,175.08,1.0,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-03-15 04:31:41,149.9,25.18,informatica_acessorios,48.0,894.0,1.0,533.0,22.0,11.0,20.0,51250.0,recife,PE,computers_accessories
88857d91dc3370190060f4b06041e708,5e39e3191dfd85aae4d6142570b57297,delivered,2017-12-04 01:27:58,2017-12-04 01:38:39,2017-12-07 00:04:10,2017-12-27 13:06:13,2017-12-27 00:00:00,4854a4d7a30249484854d182f59ba2a3,21215,rio de janeiro,RJ,185.85,1.0,50fd03b40421e61bdca95c14fff60e3b,de23c3b98a88888289c6f5cc1209054a,2017-12-08 01:38:39,169.9,15.95,papelaria,60.0,416.0,7.0,700.0,30.0,10.0,20.0,5530.0,sao paulo,SP,stationery
9eec24a1fa2828ef3fdac074f2928f93,a93fa626931eafc7562939f23e3fe926,delivered,2018-02-11 17:53:57,2018-02-11 18:47:50,2018-02-16 13:35:28,2018-02-24 13:11:51,2018-03-09 00:00:00,704815f7c7ae2993be925e2a65279b9b,4565,sao paulo,SP,119.48,1.0,eb9b44e05684527fbfdfd0ff5cb86250,df0f42bc4c2142eacf0eaf2cffd0cfbb,2018-02-15 18:31:30,104.0,15.48,beleza_saude,20.0,873.0,3.0,400.0,18.0,9.0,28.0,88306.0,itajai,SC,health_beauty
38581282d219040b90a904e154ad8cf3,008598a4ca17eba904c5fed695cb13be,delivered,2017-07-31 11:23:21,2017-07-31 11:35:25,2017-08-01 22:04:55,2017-08-09 17:10:34,2017-08-24 00:00:00,a6d8302831afb228546eccf6cb3b3b48,96450,dom pedrito,RS,100.34,1.0,2132979d9b6f64e99b8c9bb4da4e0323,45d33f715e24d15a6ccf5c17b3a23e3c,2017-08-04 11:35:25,83.99,16.35,informatica_acessorios,12.0,676.0,2.0,496.0,36.0,13.0,35.0,18015.0,sorocaba,SP,computers_accessories
3bece71a0ce79d5d8945d9d665e5164e,9692d638b1138bdf10953365282b594d,delivered,2018-02-17 22:45:48,2018-02-17 23:06:51,2018-02-19 17:33:16,2018-04-12 20:26:41,2018-03-19 00:00:00,1f94ca08f25a8a28bb3420b3470d966f,93542,novo hamburgo,RS,466.9,1.0,1e8c9a649b9c92a2acf771c3168e15b8,00ee68308b45bc5e2660cd833c3f81cc,2018-02-21 22:06:51,450.0,16.9,cama_mesa_banho,45.0,759.0,1.0,9550.0,33.0,44.0,33.0,3333.0,sao paulo,SP,bed_bath_table
f04bfdbef5359607d39e66fccc9cc0de,ddbd5d378c4a0981ba1ef29fb8e40b8f,delivered,2017-09-13 15:07:45,2017-09-13 15:25:15,2017-09-14 19:27:47,2017-09-22 16:48:51,2017-10-04 00:00:00,74182c655b0270d9dde23ca43bb16a2e,75533,itumbiara,GO,998.49,2.0,027325f946f1b3d8f94c3496e9a59a10,4a3ccda38b2129705f3fb522db62ca31,2017-09-19 15:25:15,142.9,8.66,construcao_ferramentas_seguranca,54.0,335.0,3.0,300.0,20.0,20.0,20.0,17504.0,marilia,SP,construction_tools_safety
d68577040bb03de699bdeebcb80b5d0d,eb0de0fe3b8d6ec0dbeb28f0e31293f7,delivered,2017-05-28 20:38:09,2017-05-28 20:45:16,2017-05-30 14:31:45,2017-06-05 14:29:10,2017-06-20 00:00:00,02cbdaaf4623b20082e2a5f80534a1af,13453,santa barbara d'oeste,SP,219.19,1.0,2a0cbfbf0006e0d28dee8a5f20e1ebf2,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-02 20:45:16,199.9,19.29,cama_mesa_banho,55.0,298.0,1.0,17400.0,50.0,30.0,40.0,14940.0,ibitinga,SP,bed_bath_table
07f6947cb721727031402e0cd6d6e5e9,0b169717fec8c12a53790ce862ee480c,delivered,2018-08-07 21:34:23,2018-08-07 21:45:19,2018-08-08 14:09:00,2018-08-13 18:08:35,2018-08-24 00:00:00,25e1b5240ae610b163924a49e7e85bc6,13845,mogi-guacu,SP,32.63,1.0,ac50a885bf3b6a817bf6a0a2f1e27af4,113e3a788b935f48aad63e1c41dac1bd,2018-08-13 21:45:19,19.83,12.8,artigos_de_natal,37.0,170.0,1.0,200.0,16.0,32.0,11.0,12570.0,aparecida,SP,christmas_supplies
491f193fc52075598871cfe6f19976d4,754ca6f0a4efa94136ab04789648590e,delivered,2018-06-08 11:48:33,2018-06-08 12:21:35,2018-06-13 13:55:00,2018-06-18 13:29:43,2018-06-28 00:00:00,b7474898d0dccad79a77bf2b0d23bbab,4822,sao paulo,SP,139.75,1.0,177d3d5bb9d4d29222a222e3b3554f41,3d871de0142ce09b7081e2b9d1733cb1,2018-06-13 12:21:35,118.5,21.25,papelaria,59.0,241.0,6.0,7550.0,60.0,20.0,29.0,13232.0,campo limpo paulista,SP,stationery
